serialno,RT,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,CIT,CITWP05,CITWP12,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP05,MARHYP12,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP05,YOEP12,ANC,ANC1P05,ANC1P12,ANC2P05,ANC2P12,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP05,LANP12,MIGPUMA00,MIGPUMA10,MIGSP05,MIGSP12,MSP,NAICSP,NATIVITY,NOP,OC,OCCP02,OCCP10,OCCP12,PAOC,PERNP,PINCP,POBP05,POBP12,POVPIP,POWPUMA00,POWPUMA10,POWSP05,POWSP12,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P05,RAC2P12,RAC3P05,RAC3P12,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP00,SOCP10,SOCP12,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80
2011000108147,P,02,00300,-0009,02,1054614,00015,24,1,,,4,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,001200,015,01,01,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,05,000000,2,15,21,000000,2,00000,00000,040000,37,1,1,1,,,2,097,-09,183,-09,,2,1,,1,5501,,1,01,9380,091,049,,,00300,-0009,002,-09,6,92113,1,,0,N.A.,0820,N.A.,4,000040000,000041200,002,-09,377,00300,-0009,002,-09,1,2,3,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,132031,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00016,00026,00022,00012,00025,00027,00011,00014,00014,00025,00026,00026,00014,00022,00018,00030,00015,00013,00016,00004,00013,00007,00003,00015,00016,00008,00016,00013,00003,00003,00006,00005,00015,00006,00017,00005,00014,00018,00012,00026,00012,00022,00026,00012,00016,00021,00010,00011,00039,00039,00036,00021,00017,00027,00010,00028,00016,00016,00018,00004,00010,00006,00007,00014,00016,00005,00015,00016,00005,00004,00004,00004,00014,00004,00015,00005,00017,00019,00015,00029
2011000550427,P,02,00400,-0009,02,1054614,00069,35,5,,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,000000,004,02,01,1,1,2,2,1,2,2001,-009,1,4,,,,,,,,,,3,5,3,3,3,001300,00000,01,000000,2,16,21,000000,2,00000,00000,074000,40,1,1,1,2001,-009,1,770,-09,999,-09,7,2,2,,1,5501,,1,01,8190,091,052,739,-09,,,,,1,622,2,,0,N.A.,0350,N.A.,3,000074000,000075300,226,-09,501,00400,-0009,002,-09,1,2,3,6,50,-9,08,-09,0,1,0,0,1,0,0,0,1,2,,,N.A.//,119111,N.A.//,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00060,00054,00061,00099,00082,00027,00047,00020,00082,00144,00090,00026,00092,00051,00030,00064,00098,00083,00072,00040,00070,00080,00073,00080,00078,00060,00079,00113,00059,00036,00065,00085,00086,00056,00103,00067,00052,00052,00043,00025,00075,00111,00044,00051,00067,00084,00142,00055,00058,00067,00095,00144,00083,00083,00106,00047,00034,00031,00036,00085,00062,00071,00098,00071,00076,00022,00029,00056,00080,00062,00054,00032,00092,00060,00062,00098,00081,00068,00079,00099
2012000453930,P,02,-0009,00200,02,1024887,00031,37,1,,,,2,2,2,2,2,,,2,,2,2,,,2,2,2,2,2,2,2,000000,,,,2,1,2,2,1,2,-009,1999,1,4,,,,,,,,,,2,5,2,2,3,001200,00000,01,000000,2,15,21,000000,2,00000,00000,000000,,3,,2,,,1,-09,050,-09,999,,2,,,6,5501,,2,01,,,,,,,,,,1,,1,,0,,,,2,000000000,000001200,-09,002,501,,,,,2,2,2,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00048,00009,00008,00037,00009,00028,00030,00054,00029,00049,00030,00049,00032,00025,00008,00031,00032,00010,00042,00048,00027,00027,00029,00053,00035,00008,00046,00035,00050,00036,00009,00032,00009,00047,00035,00009,00010,00026,00030,00030,00050,00009,00011,00034,00011,00028,00029,00050,00030,00043,00029,00053,00031,00030,00008,00029,00037,00011,00051,00050,00030,00036,00029,00039,00029,00008,00044,00030,00044,00029,00009,00031,00010,00052,00032,00009,00009,00028,00029,00031
2012000863874,P,01,-0009,00400,02,1024887,00005,43,1,,,3,2,2,2,2,2,,,2,,2,2,,,2,1,2,2,2,2,2,001400,,,,2,1,2,2,1,2,-009,1987,1,4,,,,,,,,,,2,5,2,2,3,001000,00000,00,000000,2,16,21,000000,2,00000,00000,000300,15,1,6,2,,,2,-09,022,-09,171,,2,,,6,5501,,1,01,7860,,,,,,,,,1,6111,1,,0,N.A.,N.A.,2310,2,000000300,000002700,-09,033,389,,,,,1,2,3,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,252020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00009,00010,00004,00005,00006,00005,00006,00002,00002,00002,00005,00008,00006,00000,00005,00004,00001,00005,00008,00009,00008,00009,00004,00005,00005,00005,00006,00002,00002,00001,00004,00008,00004,00000,00005,00007,00001,00005,00009,00010,00007,00008,00005,00006,00004,00004,00005,00002,00002,00002,00004,00007,00004,00001,00005,00005,00002,00006,00007,00010,00007,00008,00005,00005,00004,00006,00006,00002,00001,00002,00005,00009,00005,00001,00006,00005,00002,00006,00007,00010
2012001233982,P,02,-0009,00101,02,1024887,00034,26,1,,,1,2,2,2,2,2,,,2,,,,,,2,1,2,2,2,2,2,001200,010,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,12,000000,2,16,21,000000,1,00000,00000,007000,25,1,3,1,,,1,-09,925,-09,999,,2,1,,1,5501,,1,01,5390,126,082,,,,,,,6,4529,1,,0,N.A.,N.A.,5820,,000007000,000008200,-09,002,070,-0009,00100,-09,002,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,439022,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00057,00012,00052,00030,00011,00009,00008,00038,00054,00009,00037,00023,00035,00036,00049,00048,00035,00039,00029,00022,00008,00055,00009,00043,00047,00062,00058,00037,00009,00050,00044,00038,00048,00033,00009,00010,00038,00042,00029,00026,00010,00050,00011,00032,00053,00075,00043,00031,00009,00051,00036,00044,00036,00033,00012,00011,00041,00044,00028,00049,00045,00008,00044,00038,00013,00009,00011,00044,00057,00010,00031,00026,00031,00035,00066,00059,00029,00029,00031,00039
2013001217200,P,01,-0009,00101,02,1007549,00011,55,1,,,2,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,000000,020,01,01,2,5,,,,,,,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,16,21,000000,2,00000,00000,080000,44,1,1,1,,,2,-09,178,-09,032,,2,1,,1,5501,2304,1,01,7860,083,040,,,,,,,6,6111,1,,0,N.A.,N.A.,2310,4,000080000,000080000,-09,053,501,-0009,00100,-09,002,1,2,1,1,-9,01,-9,001,0,0,0,0,1,0,1,0,1,2,,,N.A.//,N.A.//,252020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00012,00003,00017,00009,00004,00004,00010,00012,00012,00011,00010,00016,00008,00003,00025,00010,00016,00013,00004,00002,00012,00018,00003,00009,00019,00016,00010,00010,00010,00010,00013,00004,00011,00017,00004,00012,00002,00013,00019,00003,00011,00018,00002,00010,00018,00016,00010,00009,00012,00010,00012,00003,00013,00018,00003,00010,00004,00014,00019,00017,00010,00003,00023,00009,00003,00004,00012,00011,00009,00009,00011,00018,00009,00003,00019,00010,00018,00010,00004,00017
2009000376358,P,01,00103,-0009,04,1085467,00006,27,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,000000,030,01,01,2,1,2,2,1,2,2006,-009,1,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,3,16,21,000000,2,00000,00000,050000,40,1,1,1,,,2,032,-09,050,-09,,2,1,,1,5501,,1,01,6970,106,061,,,,,,,1,52M2,1,,0,5240,N.A.,N.A.,1,000050000,000050000,019,-09,494,00100,-0009,004,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,434051,N.A.//,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,00006,00010,00005,00001,00010,00009,00002,00006,00006,00001,00006,00002,00006,00006,00006,00010,00006,00010,00006,00010,00006,00002,00007,00011,00002,00002,00009,00006,00006,00011,00007,00010,00007,00005,00006,00002,00006,00002,00006,00001,00006,00011,00005,00002,00011,00013,00001,00006,00007,00002,00006,00002,00006,00005,00006,00009,00006,00010,00005,00011,00005,00001,00005,00011,00001,00002,00012,00006,00007,00011,00007,00010,00007,00006,00005,00002,00005,00002,00006,00002
2009000379630,P,01,00201,-0009,04,1085467,00015,30,1,,,4,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,000000,020,,10,2,5,,,,,,,1,4,,,,,,,,,,3,1,3,3,3,000000,00000,00,000000,2,16,21,000000,1,00000,00000,018000,20,1,3,1,,,1,084,-09,999,-09,,2,,,1,4801,5501,1,01,7870,092,049,,,,,,,6,611M1,1,,0,2200,N.A.,N.A.,,000018000,000018000,048,-09,161,00200,-0009,004,-09,1,2,3,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,251000,N.A.//,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,00018,00005,00022,00011,00018,00027,00017,00013,00023,00014,00018,00014,00022,00004,00006,00005,00004,00024,00016,00016,00019,00003,00022,00014,00013,00023,00015,00017,00024,00014,00016,00014,00028,00005,00004,00004,00004,00029,00016,00014,00015,00004,00021,00014,00015,00025,00016,00017,00025,00016,00016,00017,00025,00004,00004,00004,00005,00022,00013,00014,00013,00004,00023,00013,00015,00023,00014,00013,00024,00020,00015,00018,00024,00005,00004,00005,00005,00036,00016,00018
2009000737979,P,02,00101,-0009,04,1085467,00010,27,1,,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,000500,008,01,01,2,1,2,1,1,2,2009,-009,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,3,16,21,000000,2,00000,00000,008000,10,1,1,1,,,2,032,-09,022,-09,,2,1,,1,5501,5301,1,01,5070,185,112,,,00100,-0009,004,-09,1,44611,1,,0,3050,N.A.,N.A.,4,000008000,000008500,004,-09,501,00100,-0009,004,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,291051,N.A.//,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,00009,00002,00018,00009,00003,00003,00010,00012,00009,00011,00014,00016,00009,00003,00017,00009,00016,00009,00003,00003,00011,00015,00003,00011,00018,00020,00011,00010,00010,00012,00011,00003,00009,00017,00003,00010,00003,00009,00017,00002,00011,00019,00004,00009,00017,00016,00010,00009,00011,00011,00010,00003,00009,00018,00003,00011,00003,00010,00020,00019,00009,00003,00016,00009,00003,00003,00009,00009,00010,00012,00011,00021,00009,00003,00014,00010,00019,00010,00004,00018
2009000752739,P,01,00106,-0009,04,1085467,00013,62,1,,,7,2,2,2,2,2,,2,2,,,2,,,1,2,2,2,2,2,2,002000,020,01,01,2,1,2,2,2,2,1993,-009,1,2,0,0,0,1,0,0,0,0,0,2,5,2,2,2,000000,00000,00,000000,2,15,21,012500,1,00000,00000,065000,35,1,2,1,,,1,050,-09,999,-09,,2,1,,1,5501,,1,01,7390,083,040,,,,,,,1,5416,1,,0,4840,N.A.,N.A.,,000077500,000079500,006,-09,501,00100,-0009,004,-09,1,2,1,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,413099,N.A.//,N.A.//,06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,00013,00014,00023,00005,00015,00015,00005,00015,00016,00003,00015,00014,00015,00004,00025,00026,00022,00025,00003,00014,00013,00015,00023,00004,00014,00014,00005,00013,00012,00004,00013,00014,00014,00004,00024,00020,00023,00023,00004,00013,00013,00014,00024,00004,00012,00015,00004,00014,00014,00004,00014,00014,00014,00005,00023,00023,00021,00023,00004,00014,00013,00014,00024,00004,00016,00013,00004,00014,00013,00004,00012,00015,00014,00005,00023,00022,00025,00024,00004,00014
2009000806569,P,02,00102,-0009,04,1085467,00012,30,5,,,4,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,000000,,,,1,1,2,2,1,2,2004,-009,1,4,,,,,,,,,,2,3,2,2,3,000000,00000,01,000000,2,15,21,000000,2,00000,00000,000000,,2,,2,2004,-009,1,529,-09,999,-09,7,2,,,6,5507,5501,1,01,7860,,,796,-09,,,,,1,6111,2,,0,2320,N.A.,N.A.,1,000000000,000000000,421,-09,391,,,,,1,2,4,2,02,-9,44,-09,0,0,1,0,1,0,0,0,1,2,,,252030,N.A.//,N.A.//,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,00004,00002,00009,00035,00004,00020,00010,00010,00014,00009,00011,00010,00004,00022,00010,00013,00027,00019,00011,00011,00011,00013,00017,00012,00013,00015,00019,00003,00004,00003,00003,00020,00013,00011,00003,00022,00012,00011,00023,00020,00020,00017,00012,00004,00024,00002,00011,00014,00010,00012,00011,00011,00022,00005,00013,00010,00005,00004,00015,00010,00010,00012,00004,00013,00015,00013,00005,00020,00025,00015,00022,00003,00011,00013,00022,00003,00011,00010,00004,00002
2009000922730,P,01,00103,-0009,04,1085467,00044,24,1,,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,000000,010,01,01,2,5,,,,,,,3,4,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,15,21,000000,1,00000,00000,040000,40,1,1,1,,,1,032,-09,999,-09,,2,1,,1,5501,,1,01,6870,090,049,,,01100,-0009,036,-09,6,52M1,1,,0,5240,N.A.,N.A.,,000040000,000040000,049,-09,359,00100,-0009,004,-09,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,434051,N.A.//,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,00065,00044,00015,00012,00044,00073,00014,00070,00044,00049,00042,00046,00045,00044,00013,00075,00048,00046,00073,00044,00046,00068,00046,00040,00072,00044,00046,00045,00077,00013,00012,00013,00015,00082,00039,00040,00012,00067,00042,00081,00012,00044,00070,00063,00043,00015,00065,00014,00044,00038,00051,00040,00044,00039,00066,00014,00044,00048,00011,00041,00048,00011,00046,00043,00012,00049,00050,00041,00012,00075,00072,00073,00080,00013,00044,00047,00085,00013,00043,00012
2009001355675,P,01,00116,-0009,04,1085467,00018,42,5,,,1,2,2,2,2,2,,,2,1,2,2,,,2,1,2,2,2,2,2,000000,,,,1,5,,,,,,,3,4,,,,,,,,,,2,1,2,2,2,000000,00000,00,000000,2,16,21,000000,2,00000,00000,000000,,2,,2,2008,-009,1,599,-09,999,-09,7,2,,,6,5501,,1,01,1370,,,796,-09,00100,-0009,004,-09,6,3121,2,,0,0120,N.A.,N.A.,4,000000000,000000000,440,-09,000,,,,,1,2,3,2,02,-9,44,-09,0,0,1,0,1,0,0,0,1,2,,,113031,N.A.//,N.A.//,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,00032,00005,00022,00020,00037,00005,00018,00022,00005,00017,00017,00004,00022,00017,00018,00006,00035,00040,00029,00019,00028,00006,00015,00020,00031,00005,00014,00015,00005,00016,00020,00005,00020,00020,00013,00005,00033,00027,00031,00016,00005,00026,00019,00018,00005,00028,00018,00020,00035,00020,00019,00027,00018,00020,00018,00032,00006,00004,00005,00018,00005,00038,00018,00018,00006,00034,00018,00019,00029,00018,00022,00031,00021,00022,00019,00028,00005,00006,00005,00017
2010000136849,P,01,00121,-0009,04,1076540,00016,51,1,,,1,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,000000,025,01,01,2,1,2,2,1,2,1995,-009,1,4,,,,,,,,,,2,5,2,2,2,000000,00000,00,000000,2,15,21,000000,1,00000,00000,038000,38,1,4,1,,,1,153,-09,999,-09,,2,1,,1,5501,,1,01,8660,087,043,,,,,,,1,7211,1,,0,N.A.,3630,N.A.,,000038000,000038000,042,-09,260,00100,-0009,004,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,319011,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00005,00005,00005,00017,00017,00018,00017,00018,00025,00029,00031,00017,00005,00015,00028,00018,00017,00026,00015,00028,00025,00026,00026,00016,00015,00017,00016,00014,00004,00005,00005,00017,00027,00016,00005,00014,00016,00004,00016,00005,00005,00004,00005,00015,00015,00016,00014,00016,00027,00025,00029,00017,00005,00016,00027,00017,00015,00026,00016,00026,00031,00026,00026,00015,00018,00016,00016,00016,00004,00005,00005,00017,00033,00018,00005,00015,00017,00004,00016,00004
2010000404410,P,03,00105,-0009,04,1076540,00018,43,1,,,,2,2,2,2,2,,,2,,2,2,,,1,2,2,2,2,2,2,000000,,,,2,4,2,2,1,2,1987,-009,3,4,,,,,,,,,,2,5,2,2,2,062000,00000,02,000000,2,15,21,000000,2,00000,00000,000000,,3,,2,,,1,998,-09,999,-09,,2,,,6,5501,,1,01,,,,,,00100,-0009,004,-09,5,,1,,0,,,,2,000000000,000062000,017,-09,501,,,,,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,1,3,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00005,00005,00019,00033,00017,00005,00020,00019,00005,00018,00032,00031,00035,00018,00015,00019,00017,00019,00005,00006,00031,00033,00017,00004,00017,00027,00017,00017,00030,00017,00005,00005,00005,00017,00019,00019,00017,00019,00028,00030,00005,00005,00014,00030,00021,00006,00017,00018,00006,00016,00030,00032,00031,00019,00018,00017,00019,00017,00006,00004,00030,00028,00017,00004,00021,00029,00017,00018,00032,00018,00005,00005,00005,00018,00018,00019,00020,00020,00030,00030
2010000439994,P,01,00900,-0009,04,1076540,00013,36,1,,,1,2,2,2,2,2,,2,2,1,,2,,,1,2,2,2,2,2,2,000000,020,01,01,1,1,2,1,2,2,2009,-009,1,2,1,1,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,2,16,21,000000,1,00000,00000,100000,40,1,1,1,,,1,084,-09,999,-09,,2,1,,1,5501,,1,01,7890,094,051,639,-09,,,,,1,611M3,1,,0,N.A.,2340,N.A.,,000100000,000100000,025,-09,501,00900,-0009,004,-09,1,2,2,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,253000,N.A.//,02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00012,00003,00013,00020,00014,00004,00004,00014,00012,00003,00020,00013,00020,00019,00015,00021,00004,00014,00011,00013,00014,00004,00012,00025,00011,00004,00005,00011,00013,00004,00017,00012,00019,00021,00013,00023,00004,00014,00012,00011,00014,00004,00014,00019,00011,00004,00003,00015,00017,00004,00021,00013,00022,00015,00013,00024,00003,00013,00011,00015,00015,00005,00010,00019,00013,00003,00003,00013,00010,00004,00021,00014,00024,00022,00013,00018,00005,00012,00011,00011
2010000503402,P,02,00800,-0009,04,1076540,00012,44,1,,,1,2,2,2,2,2,,,2,,,2,,,2,1,2,2,2,2,2,000000,,,,2,1,2,2,1,2,1991,-009,1,4,,,,,,,,,,2,1,2,1,2,000000,00000,01,000000,2,16,21,000000,1,00000,00000,010000,10,1,4,2,,,1,998,-09,999,-09,,2,,,3,5501,,1,02,8680,,,,,,,,,1,722Z,1,,0,N.A.,4720,N.A.,,000010000,000010000,006,-09,190,,,,,1,2,4,1,01,-9,69,-09,0,0,0,0,1,0,1,0,1,2,,,N.A.//,412010,N.A.//,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00011,00004,00012,00013,00015,00020,00012,00012,00003,00021,00003,00004,00010,00012,00021,00024,00004,00014,00015,00012,00023,00012,00004,00003,00004,00014,00021,00003,00010,00011,00013,00011,00017,00018,00013,00013,00011,00020,00004,00004,00014,00021,00014,00009,00012,00004,00010,00011,00020,00004,00019,00017,00011,00013,00004,00003,00023,00011,00014,00018,00002,00011,00024,00023,00024,00010,00003,00019,00010,00015,00010,00012,00004,00003,00013,00013,00013,00003,00025,00020
